,blueWins
40358,0
40359,0
40360,0
40361,0
40362,0
40363,0
40364,1
40365,1
40366,1
40367,1
40368,1
40369,1
40370,0
40371,0
40372,1
40373,1
40374,0
40375,1
40376,1
40377,0
40378,1
40379,1
40380,1
40381,1
40382,1
40383,0
40384,1
40385,0
40386,1
40387,0
40388,0
40389,1
40390,1
40391,1
40392,1
40393,0
40394,0
40395,0
40396,1
40397,1
40398,1
40399,1
40400,1
40401,0
40402,1
40403,0
40404,0
40405,1
40406,0
40407,0
40408,0
40409,1
40410,0
40411,1
40412,1
40413,0
40414,0
40415,1
40416,1
40417,1
40418,0
40419,1
40420,1
40421,1
40422,1
40423,1
40424,1
40425,1
40426,1
40427,0
40428,0
40429,0
40430,1
40431,0
40432,0
40433,1
40434,1
40435,1
40436,1
40437,1
40438,1
40439,0
40440,1
40441,0
40442,0
40443,0
40444,1
40445,1
40446,1
40447,0
40448,1
40449,0
40450,1
40451,0
40452,0
40453,0
40454,1
40455,1
40456,0
40457,0
40458,0
40459,1
40460,0
40461,0
40462,1
40463,1
40464,1
40465,1
40466,1
40467,1
40468,1
40469,0
40470,0
40471,0
40472,1
40473,0
40474,0
40475,0
40476,1
40477,0
40478,0
40479,0
40480,1
40481,1
40482,0
40483,0
40484,0
40485,0
40486,1
40487,1
40488,0
40489,0
40490,1
40491,0
40492,0
40493,0
40494,1
40495,0
40496,1
40497,0
40498,1
40499,0
40500,0
40501,1
40502,1
40503,1
40504,0
40505,1
40506,1
40507,0
40508,0
40509,1
40510,0
40511,1
40512,0
40513,0
40514,0
40515,1
40516,0
40517,0
40518,1
40519,0
40520,1
40521,1
40522,1
40523,0
40524,1
40525,0
40526,1
40527,0
40528,1
40529,0
40530,0
40531,0
40532,0
40533,0
40534,1
40535,0
40536,0
40537,0
40538,1
40539,0
40540,0
40541,1
40542,1
40543,1
40544,1
40545,1
40546,0
40547,0
40548,0
40549,1
40550,0
40551,1
40552,1
40553,0
40554,0
40555,1
40556,0
40557,0
40558,0
40559,0
40560,0
40561,0
40562,0
40563,0
40564,1
40565,1
40566,1
40567,0
40568,1
40569,0
40570,0
40571,1
40572,0
40573,1
40574,1
40575,1
40576,0
40577,0
40578,1
40579,0
40580,0
40581,0
40582,1
40583,1
40584,0
40585,0
40586,0
40587,0
40588,1
40589,0
40590,0
40591,1
40592,1
40593,1
40594,1
40595,1
40596,1
40597,0
40598,0
40599,1
40600,1
40601,1
40602,1
40603,1
40604,1
40605,1
40606,0
40607,0
40608,0
40609,1
40610,1
40611,1
40612,1
40613,1
40614,1
40615,0
40616,1
40617,1
40618,1
40619,0
40620,1
40621,0
40622,0
40623,1
40624,1
40625,1
40626,1
40627,1
40628,0
40629,1
40630,0
40631,1
40632,0
40633,0
40634,1
40635,1
40636,0
40637,0
40638,0
40639,1
40640,1
40641,0
40642,0
40643,0
40644,1
40645,1
40646,0
40647,1
40648,0
40649,0
40650,1
40651,1
40652,0
40653,0
40654,1
40655,1
40656,1
40657,1
40658,0
40659,1
40660,1
40661,1
40662,0
40663,1
40664,1
40665,1
40666,1
40667,1
40668,0
40669,0
40670,1
40671,1
40672,0
40673,1
40674,1
40675,1
40676,0
40677,1
40678,0
40679,1
40680,0
40681,1
40682,1
40683,0
40684,0
40685,0
40686,1
40687,0
40688,1
40689,1
40690,1
40691,0
40692,1
40693,1
40694,0
40695,1
40696,1
40697,1
40698,0
40699,0
40700,1
40701,0
40702,1
40703,0
40704,0
40705,0
40706,0
40707,0
40708,0
40709,1
40710,0
40711,1
40712,1
40713,0
40714,0
40715,1
40716,0
40717,1
40718,1
40719,0
40720,0
40721,0
40722,0
40723,0
40724,0
40725,0
40726,1
40727,0
40728,1
40729,0
40730,1
40731,1
40732,1
40733,0
40734,0
40735,0
40736,1
40737,1
40738,0
40739,1
40740,1
40741,0
40742,0
40743,0
40744,0
40745,1
40746,1
40747,1
40748,0
40749,1
40750,0
40751,1
40752,0
40753,0
40754,1
40755,0
40756,1
40757,1
40758,1
40759,1
40760,1
40761,1
40762,0
40763,1
40764,1
40765,1
40766,1
40767,1
40768,0
40769,0
40770,0
40771,1
40772,0
40773,0
40774,1
40775,1
40776,1
40777,0
40778,1
40779,0
40780,0
40781,0
40782,0
40783,1
40784,0
40785,1
40786,0
40787,0
40788,0
40789,1
40790,0
40791,0
40792,1
40793,0
40794,0
40795,1
40796,0
40797,0
40798,1
40799,1
40800,1
40801,1
40802,0
40803,1
40804,0
40805,1
40806,0
40807,0
40808,1
40809,0
40810,0
40811,1
40812,1
40813,0
40814,0
40815,0
40816,1
40817,1
40818,1
40819,1
40820,1
40821,1
40822,1
40823,0
40824,1
40825,1
40826,1
40827,0
40828,1
40829,1
40830,1
40831,1
40832,1
40833,0
40834,0
40835,1
40836,1
40837,1
40838,0
40839,0
40840,0
40841,1
40842,1
40843,0
40844,0
40845,0
40846,1
40847,1
40848,1
40849,0
40850,1
40851,1
40852,1
40853,1
40854,1
40855,0
40856,1
40857,0
40858,1
40859,0
40860,0
40861,0
40862,1
40863,0
40864,1
40865,1
40866,0
40867,0
40868,1
40869,1
40870,1
40871,1
40872,1
40873,1
40874,0
40875,1
40876,0
40877,1
40878,1
40879,1
40880,0
40881,0
40882,1
40883,1
40884,0
40885,1
40886,1
40887,1
40888,0
40889,0
40890,1
40891,0
40892,0
40893,1
40894,0
40895,1
40896,0
40897,0
40898,0
40899,0
40900,0
40901,1
40902,1
40903,0
40904,1
40905,0
40906,1
40907,0
40908,1
40909,1
40910,1
40911,0
40912,1
40913,1
40914,1
40915,1
40916,1
40917,1
40918,0
40919,1
40920,1
40921,0
40922,0
40923,1
40924,1
40925,1
40926,1
40927,0
40928,1
40929,0
40930,1
40931,1
40932,0
40933,1
40934,0
40935,1
40936,1
40937,0
40938,0
40939,1
40940,1
40941,0
40942,0
40943,1
40944,0
40945,0
40946,1
40947,1
40948,1
40949,0
40950,1
40951,1
40952,1
40953,1
40954,0
40955,0
40956,0
40957,1
40958,0
40959,1
40960,0
40961,1
40962,1
40963,1
40964,1
40965,1
40966,1
40967,1
40968,1
40969,0
40970,0
40971,0
40972,0
40973,1
40974,1
40975,1
40976,0
40977,1
40978,0
40979,1
40980,1
40981,1
40982,0
40983,1
40984,0
40985,1
40986,0
40987,0
40988,1
40989,1
40990,1
40991,1
40992,0
40993,1
40994,1
40995,0
40996,0
40997,1
40998,1
40999,0
41000,0
41001,0
41002,0
41003,1
41004,1
41005,0
41006,0
41007,0
41008,1
41009,1
41010,1
41011,0
41012,0
41013,0
41014,0
41015,1
41016,0
41017,1
41018,0
41019,1
41020,0
41021,0
41022,1
41023,0
41024,1
41025,1
41026,0
41027,1
41028,1
41029,1
41030,1
41031,0
41032,1
41033,1
41034,1
41035,0
41036,1
41037,1
41038,0
41039,1
41040,1
41041,0
41042,0
41043,0
41044,1
41045,1
41046,1
41047,1
41048,1
41049,1
41050,1
41051,0
41052,1
41053,1
41054,1
41055,0
41056,0
41057,1
41058,1
41059,1
41060,1
41061,1
41062,1
41063,1
41064,0
41065,1
41066,1
41067,1
41068,1
41069,1
41070,1
41071,1
41072,1
41073,1
41074,1
41075,0
41076,0
41077,0
41078,1
41079,0
41080,0
41081,1
41082,1
41083,1
41084,1
41085,0
41086,0
41087,1
41088,1
41089,1
41090,0
41091,1
41092,0
41093,1
41094,0
41095,1
41096,1
41097,1
41098,0
41099,1
41100,0
41101,1
41102,0
41103,1
41104,0
41105,1
41106,0
41107,1
41108,0
41109,1
41110,0
41111,0
41112,1
41113,0
41114,0
41115,1
41116,0
41117,1
41118,0
41119,0
41120,1
41121,1
41122,0
41123,0
41124,1
41125,0
41126,0
41127,0
41128,1
41129,0
41130,1
41131,1
41132,0
41133,1
41134,1
41135,1
41136,1
41137,0
41138,1
41139,0
41140,1
41141,0
41142,1
41143,0
41144,0
41145,1
41146,0
41147,0
41148,1
41149,0
41150,1
41151,1
41152,0
41153,1
41154,1
41155,0
41156,1
41157,1
41158,1
41159,0
41160,0
41161,1
41162,1
41163,1
41164,1
41165,0
41166,1
41167,0
41168,0
41169,1
41170,1
41171,1
41172,0
41173,0
41174,1
41175,0
41176,1
41177,0
41178,1
41179,1
41180,1
41181,1
41182,0
41183,1
41184,1
41185,1
41186,1
41187,1
41188,0
41189,0
41190,1
41191,0
41192,0
41193,1
41194,1
41195,1
41196,1
41197,0
41198,0
41199,1
41200,1
41201,1
41202,1
41203,1
41204,1
41205,0
41206,0
41207,0
41208,1
41209,1
41210,0
41211,1
41212,1
41213,0
41214,1
41215,0
41216,0
41217,0
41218,1
41219,1
41220,1
41221,1
41222,0
41223,1
41224,0
41225,1
41226,0
41227,1
41228,0
41229,1
41230,1
41231,0
41232,0
41233,1
41234,0
41235,1
41236,1
41237,0
41238,0
41239,0
41240,0
41241,1
41242,0
41243,1
41244,0
41245,0
41246,0
41247,0
41248,0
41249,1
41250,0
41251,1
41252,0
41253,1
41254,0
41255,0
41256,0
41257,0
41258,1
41259,0
41260,1
41261,1
41262,1
41263,0
41264,0
41265,0
41266,1
41267,1
41268,0
41269,0
41270,1
41271,0
41272,0
41273,0
41274,1
41275,0
41276,1
41277,1
41278,1
41279,1
41280,0
41281,1
41282,0
41283,0
41284,1
41285,0
41286,0
41287,0
41288,1
41289,0
41290,0
41291,1
41292,1
41293,1
41294,1
41295,1
41296,0
41297,0
41298,1
41299,1
41300,0
41301,0
41302,1
41303,1
41304,1
41305,1
41306,1
41307,0
41308,1
41309,1
41310,1
41311,0
41312,0
41313,0
41314,0
41315,0
41316,0
41317,1
41318,0
41319,1
41320,0
41321,1
41322,0
41323,1
41324,1
41325,1
41326,1
41327,0
41328,0
41329,0
41330,0
41331,1
41332,0
41333,1
41334,0
41335,0
41336,0
41337,1
41338,1
41339,0
41340,0
41341,1
41342,1
41343,0
41344,1
41345,1
41346,0
41347,0
41348,0
41349,1
41350,0
41351,0
41352,0
41353,0
41354,0
41355,0
41356,0
41357,1
41358,1
41359,1
41360,1
41361,1
41362,0
41363,0
41364,1
41365,1
41366,0
41367,1
41368,0
41369,1
41370,1
41371,1
41372,0
41373,1
41374,0
41375,1
41376,0
41377,1
41378,0
41379,1
41380,0
41381,1
41382,0
41383,0
41384,0
41385,1
41386,0
41387,1
41388,1
41389,0
41390,1
41391,0
41392,1
41393,0
41394,0
41395,0
41396,0
41397,0
41398,0
41399,0
41400,1
41401,0
41402,0
41403,1
41404,1
41405,1
41406,1
41407,0
41408,1
41409,1
41410,1
41411,1
41412,0
41413,1
41414,1
41415,0
41416,1
41417,1
41418,1
41419,0
41420,1
41421,1
41422,0
41423,1
41424,0
41425,1
41426,1
41427,0
41428,1
41429,1
41430,0
41431,0
41432,1
41433,1
41434,1
41435,1
41436,0
41437,1
41438,0
41439,1
41440,1
41441,1
41442,0
41443,0
41444,1
41445,1
41446,0
41447,0
41448,1
41449,1
41450,0
41451,0
41452,1
41453,1
41454,1
41455,1
41456,0
41457,1
41458,0
41459,1
41460,0
41461,1
41462,0
41463,0
41464,0
41465,1
41466,1
41467,1
41468,1
41469,1
41470,0
41471,1
41472,1
41473,0
41474,1
41475,1
41476,1
41477,0
41478,1
41479,0
41480,1
41481,0
41482,1
41483,0
41484,0
41485,0
41486,1
41487,1
41488,0
41489,1
41490,1
41491,0
41492,0
41493,1
41494,0
41495,1
41496,1
41497,0
41498,0
41499,0
41500,1
41501,1
41502,0
41503,1
41504,1
41505,0
41506,0
41507,0
41508,0
41509,0
41510,0
41511,1
41512,0
41513,0
41514,0
41515,0
41516,0
41517,1
41518,1
41519,0
41520,1
41521,1
41522,1
41523,1
41524,0
41525,1
41526,0
41527,1
41528,0
41529,1
41530,0
41531,1
41532,1
41533,1
41534,0
41535,0
41536,1
41537,0
41538,1
41539,1
41540,0
41541,1
41542,0
41543,0
41544,1
41545,0
41546,1
41547,1
41548,1
41549,0
41550,1
41551,1
41552,1
41553,0
41554,1
41555,1
41556,1
41557,0
41558,0
41559,0
41560,1
41561,0
41562,0
41563,1
41564,0
41565,1
41566,0
41567,1
41568,1
41569,0
41570,1
41571,0
41572,1
41573,1
41574,1
41575,1
41576,1
41577,1
41578,1
41579,1
41580,0
41581,0
41582,1
41583,0
41584,0
41585,0
41586,0
41587,0
41588,1
41589,0
41590,0
41591,0
41592,0
41593,0
41594,0
41595,1
41596,1
41597,0
41598,1
41599,0
41600,1
41601,0
41602,1
41603,1
41604,0
41605,0
41606,1
41607,0
41608,0
41609,0
41610,0
41611,1
41612,0
41613,0
41614,0
41615,1
41616,1
41617,0
41618,0
41619,0
41620,1
41621,0
41622,1
41623,1
41624,1
41625,0
41626,1
41627,1
41628,0
41629,0
41630,0
41631,1
41632,0
41633,1
41634,1
41635,0
41636,0
41637,0
41638,1
41639,1
41640,0
41641,1
41642,1
41643,0
41644,0
41645,1
41646,0
41647,0
41648,0
41649,1
41650,0
41651,0
41652,0
41653,0
41654,0
41655,0
41656,1
41657,0
41658,0
41659,0
41660,1
41661,0
41662,1
41663,0
41664,0
41665,1
41666,0
41667,0
41668,1
41669,1
41670,0
41671,0
41672,1
41673,0
41674,0
41675,1
41676,1
41677,0
41678,1
41679,1
41680,0
41681,1
41682,1
41683,0
41684,0
41685,0
41686,1
41687,0
41688,1
41689,1
41690,0
41691,1
41692,1
41693,0
41694,0
41695,1
41696,1
41697,0
41698,0
41699,0
41700,0
41701,0
41702,0
41703,0
41704,1
41705,0
41706,0
41707,1
41708,0
41709,1
41710,0
41711,1
41712,0
41713,1
41714,1
41715,1
41716,0
41717,0
41718,0
41719,1
41720,1
41721,1
41722,0
41723,1
41724,0
41725,0
41726,1
41727,0
41728,0
41729,0
41730,0
41731,0
41732,0
41733,1
41734,0
41735,0
41736,0
41737,0
41738,1
41739,0
41740,0
41741,0
41742,0
41743,1
41744,0
41745,1
41746,1
41747,0
41748,0
41749,0
41750,0
41751,1
41752,0
41753,1
41754,1
41755,0
41756,0
41757,1
41758,0
41759,0
41760,1
41761,0
41762,1
41763,0
41764,0
41765,1
41766,0
41767,1
41768,1
41769,0
41770,1
41771,0
41772,1
41773,1
41774,0
41775,0
41776,0
41777,0
41778,0
41779,1
41780,1
41781,1
41782,0
41783,0
41784,0
41785,1
41786,0
41787,0
41788,1
41789,0
41790,0
41791,0
41792,1
41793,1
41794,1
41795,0
41796,1
41797,1
41798,0
41799,1
41800,0
41801,0
41802,0
41803,1
41804,1
41805,1
41806,0
41807,1
41808,0
41809,0
41810,0
41811,0
41812,0
41813,0
41814,0
41815,0
41816,1
41817,1
41818,0
41819,0
41820,1
41821,0
41822,0
41823,0
41824,1
41825,1
41826,0
41827,1
41828,0
41829,0
41830,0
41831,0
41832,0
41833,0
41834,0
41835,0
41836,0
41837,1
41838,0
41839,0
41840,1
41841,0
41842,1
41843,0
41844,1
41845,1
41846,0
41847,0
41848,1
41849,1
41850,0
41851,0
41852,0
41853,0
41854,1
41855,1
41856,1
41857,0
41858,1
41859,1
41860,0
41861,1
41862,1
41863,0
41864,0
41865,0
41866,1
41867,0
41868,0
41869,0
41870,0
41871,1
41872,0
41873,0
41874,1
41875,0
41876,0
41877,1
41878,0
41879,0
41880,0
41881,1
41882,0
41883,0
41884,1
41885,0
41886,0
41887,0
41888,0
41889,0
41890,0
41891,1
41892,0
41893,1
41894,1
41895,1
41896,1
41897,1
41898,1
41899,0
41900,0
41901,1
41902,1
41903,1
41904,0
41905,0
41906,1
41907,0
41908,1
41909,0
41910,1
41911,0
41912,0
41913,1
41914,1
41915,1
41916,1
41917,1
41918,0
41919,1
41920,0
41921,1
41922,0
41923,0
41924,0
41925,0
41926,1
41927,1
41928,0
41929,1
41930,0
41931,1
41932,0
41933,1
41934,1
41935,1
41936,0
41937,1
41938,0
41939,0
41940,0
41941,1
41942,1
41943,0
41944,0
41945,0
41946,1
41947,0
41948,0
41949,1
41950,1
41951,0
41952,1
41953,1
41954,1
41955,1
41956,1
41957,1
41958,0
41959,1
41960,1
41961,1
41962,1
41963,0
41964,1
41965,1
41966,0
41967,0
41968,1
41969,0
41970,0
41971,1
41972,1
41973,1
41974,1
41975,0
41976,1
41977,1
41978,0
41979,1
41980,1
41981,0
41982,0
41983,1
41984,0
41985,1
41986,0
41987,1
41988,0
41989,1
41990,0
41991,0
41992,1
41993,0
41994,0
41995,0
41996,1
41997,1
41998,1
41999,0
42000,1
42001,0
42002,1
42003,0
42004,1
42005,0
42006,1
42007,1
42008,1
42009,1
42010,0
42011,1
42012,0
42013,0
42014,0
42015,1
42016,1
42017,1
42018,0
42019,0
42020,1
42021,1
42022,1
42023,0
42024,1
42025,0
42026,0
42027,0
42028,0
42029,1
42030,0
42031,1
42032,1
42033,0
42034,1
42035,1
42036,0
42037,1
42038,0
42039,0
42040,1
42041,1
42042,0
42043,1
42044,1
42045,0
42046,0
42047,0
42048,0
42049,0
42050,1
42051,1
42052,0
42053,0
42054,0
42055,0
42056,0
42057,0
42058,1
42059,0
42060,0
42061,1
42062,1
42063,1
42064,0
42065,0
42066,1
42067,0
42068,0
42069,0
42070,0
42071,0
42072,0
42073,1
42074,1
42075,1
42076,1
42077,1
42078,1
42079,1
42080,1
42081,1
42082,1
42083,1
42084,0
42085,1
42086,1
42087,0
42088,1
42089,1
42090,1
42091,0
42092,1
42093,1
42094,1
42095,0
42096,1
42097,1
42098,0
42099,0
42100,1
42101,1
42102,1
42103,0
42104,0
42105,0
42106,0
42107,0
42108,1
42109,0
42110,1
42111,0
42112,1
42113,1
42114,1
42115,0
42116,1
42117,0
42118,0
42119,1
42120,0
42121,1
42122,1
42123,1
42124,0
42125,1
42126,1
42127,1
42128,1
42129,0
42130,1
42131,0
42132,1
42133,0
42134,1
42135,0
42136,0
42137,1
42138,0
42139,0
42140,0
42141,1
42142,0
42143,0
42144,0
42145,0
42146,0
42147,1
42148,0
42149,0
42150,1
42151,0
42152,1
42153,1
42154,1
42155,1
42156,0
42157,1
42158,1
42159,1
42160,1
42161,1
42162,0
42163,1
42164,0
42165,0
42166,0
42167,1
42168,1
42169,1
42170,0
42171,0
42172,0
42173,0
42174,0
42175,0
42176,0
42177,1
42178,1
42179,1
42180,0
42181,0
42182,0
42183,0
42184,0
42185,0
42186,1
42187,1
42188,0
42189,1
42190,1
42191,1
42192,1
42193,0
42194,1
42195,0
42196,0
42197,1
42198,1
42199,0
42200,1
42201,0
42202,1
42203,0
42204,1
42205,0
42206,0
42207,1
42208,0
42209,0
42210,0
42211,0
42212,0
42213,1
42214,0
42215,0
42216,0
42217,1
42218,1
42219,1
42220,1
42221,1
42222,1
42223,0
42224,1
42225,0
42226,1
42227,0
42228,1
42229,0
42230,1
42231,1
42232,1
42233,0
42234,1
42235,1
42236,0
42237,0
42238,1
42239,1
42240,0
42241,1
42242,1
42243,1
42244,1
42245,0
42246,1
42247,0
42248,0
42249,1
42250,0
42251,0
42252,0
42253,0
42254,1
42255,0
42256,0
42257,1
42258,1
42259,1
42260,0
42261,1
42262,0
42263,0
42264,1
42265,0
42266,1
42267,1
42268,1
42269,1
42270,0
42271,0
42272,0
42273,1
42274,1
42275,1
42276,1
42277,0
42278,0
42279,0
42280,0
42281,1
42282,1
42283,1
42284,0
42285,0
42286,1
42287,0
42288,0
42289,1
42290,0
42291,1
42292,1
42293,0
42294,1
42295,1
42296,1
42297,1
42298,0
42299,1
42300,1
42301,1
42302,0
42303,1
42304,0
42305,1
42306,0
42307,0
42308,0
42309,0
42310,1
42311,0
42312,1
42313,1
42314,1
42315,1
42316,1
42317,1
42318,1
42319,0
42320,0
42321,0
42322,1
42323,0
42324,1
42325,0
42326,0
42327,0
42328,0
42329,0
42330,0
42331,1
42332,1
42333,0
42334,0
42335,0
42336,1
42337,1
42338,0
42339,1
42340,0
42341,0
42342,0
42343,1
42344,1
42345,0
42346,0
42347,1
42348,0
42349,1
42350,0
42351,0
42352,0
42353,1
42354,0
42355,0
42356,0
42357,0
42358,0
42359,0
42360,0
42361,0
42362,1
42363,1
42364,0
42365,1
42366,0
42367,1
42368,0
42369,1
42370,0
42371,1
42372,1
42373,1
42374,1
42375,1
42376,0
42377,1
42378,1
42379,1
42380,0
42381,0
42382,1
42383,0
42384,1
42385,1
42386,0
42387,0
42388,0
42389,0
42390,0
42391,1
42392,1
42393,1
42394,0
42395,1
42396,1
42397,1
42398,1
42399,1
42400,0
42401,1
42402,1
42403,0
42404,1
42405,1
42406,1
42407,1
42408,1
42409,1
42410,0
42411,1
42412,0
42413,0
42414,0
42415,0
42416,0
42417,0
42418,1
42419,0
42420,0
42421,0
42422,1
42423,0
42424,1
42425,0
42426,0
42427,1
42428,1
42429,0
42430,1
42431,0
42432,0
42433,0
42434,0
42435,0
42436,0
42437,0
42438,1
42439,1
42440,1
42441,1
42442,0
42443,0
42444,1
42445,1
42446,1
42447,0
42448,1
42449,0
42450,1
42451,0
42452,0
42453,1
42454,1
42455,1
42456,1
42457,1
42458,1
42459,0
42460,0
42461,0
42462,1
42463,1
42464,1
42465,0
42466,0
42467,0
42468,1
42469,0
42470,0
42471,1
42472,1
42473,1
42474,1
42475,0
42476,1
42477,0
42478,1
42479,0
42480,1
42481,0
42482,0
42483,1
42484,0
42485,0
42486,1
42487,1
42488,0
42489,0
42490,0
42491,0
42492,1
42493,1
42494,0
42495,1
42496,1
42497,1
42498,0
42499,1
42500,0
42501,0
42502,0
42503,0
42504,0
42505,1
42506,0
42507,1
42508,1
42509,1
42510,1
42511,0
42512,1
42513,1
42514,0
42515,1
42516,0
42517,1
42518,1
42519,0
42520,0
42521,0
42522,1
42523,0
42524,0
42525,1
42526,0
42527,1
42528,1
42529,0
42530,1
42531,0
42532,0
42533,0
42534,0
42535,1
42536,0
42537,1
42538,1
42539,0
42540,1
42541,1
42542,1
42543,1
42544,0
42545,1
42546,0
42547,0
42548,0
42549,0
42550,0
42551,1
42552,0
42553,0
42554,1
42555,0
42556,0
42557,0
42558,1
42559,1
42560,0
42561,0
42562,0
42563,1
42564,1
42565,1
42566,0
42567,1
42568,1
42569,0
42570,1
42571,0
42572,1
42573,0
42574,1
42575,1
42576,0
42577,1
42578,1
42579,0
42580,0
42581,0
42582,1
42583,1
42584,0
42585,0
42586,1
42587,0
42588,0
42589,0
42590,1
42591,1
42592,0
42593,0
42594,1
42595,0
42596,1
42597,0
42598,1
42599,1
42600,0
42601,1
42602,0
42603,0
42604,1
42605,1
42606,0
42607,1
42608,0
42609,1
42610,0
42611,0
42612,1
42613,0
42614,1
42615,0
42616,0
42617,1
42618,0
42619,1
42620,1
42621,0
42622,0
42623,1
42624,0
42625,0
42626,1
42627,1
42628,1
42629,0
42630,1
42631,1
42632,1
42633,0
42634,0
42635,1
42636,1
42637,0
42638,0
42639,1
42640,1
42641,1
42642,1
42643,1
42644,0
42645,1
42646,0
42647,1
42648,0
42649,1
42650,1
42651,0
42652,0
42653,1
42654,0
42655,0
42656,1
42657,0
42658,0
42659,1
42660,0
42661,1
42662,0
42663,0
42664,1
42665,1
42666,1
42667,0
42668,1
42669,0
42670,1
42671,1
42672,0
42673,0
42674,0
42675,0
42676,0
42677,0
42678,1
42679,1
42680,0
42681,0
42682,0
42683,0
42684,1
42685,1
42686,1
42687,0
42688,0
42689,0
42690,1
42691,0
42692,1
42693,1
42694,0
42695,0
42696,1
42697,1
42698,1
42699,0
42700,0
42701,1
42702,0
42703,1
42704,1
42705,1
42706,0
42707,0
42708,1
42709,0
42710,1
42711,1
42712,0
42713,0
42714,1
42715,1
42716,0
42717,1
42718,0
42719,0
42720,1
42721,1
42722,0
42723,1
42724,0
42725,0
42726,1
42727,1
42728,0
42729,0
42730,0
42731,0
42732,1
42733,0
42734,0
42735,1
42736,0
42737,0
42738,1
42739,0
42740,0
42741,0
42742,0
42743,0
42744,0
42745,0
42746,0
42747,0
42748,0
42749,1
42750,0
42751,1
42752,1
42753,1
42754,0
42755,0
42756,1
42757,1
42758,0
42759,1
42760,1
42761,1
42762,0
42763,0
42764,0
42765,0
42766,1
42767,1
42768,1
42769,0
42770,0
42771,1
42772,1
42773,1
42774,1
42775,0
42776,0
42777,1
42778,1
42779,0
42780,0
42781,1
42782,1
42783,0
42784,1
42785,1
42786,0
42787,0
42788,0
42789,1
42790,0
42791,0
42792,1
42793,1
42794,0
42795,0
42796,1
42797,0
42798,1
42799,1
42800,0
42801,1
42802,1
42803,0
42804,0
42805,0
42806,1
42807,0
42808,0
42809,0
42810,1
42811,1
42812,0
42813,1
42814,1
42815,0
42816,0
42817,1
42818,0
42819,1
42820,1
42821,0
42822,0
42823,1
42824,0
42825,1
42826,0
42827,0
42828,0
42829,1
42830,0
42831,0
42832,1
42833,0
42834,1
42835,1
42836,0
42837,1
42838,0
42839,0
42840,1
42841,1
42842,1
42843,1
42844,0
42845,0
42846,1
42847,0
42848,0
42849,1
42850,1
42851,0
42852,1
42853,0
42854,0
42855,1
42856,0
42857,0
42858,0
42859,1
42860,1
42861,1
42862,1
42863,1
42864,1
42865,1
42866,0
42867,0
42868,1
42869,0
42870,0
42871,1
42872,0
42873,0
42874,0
42875,0
42876,0
42877,0
42878,1
42879,1
42880,0
42881,1
42882,1
42883,1
42884,1
42885,1
42886,1
42887,0
42888,0
42889,1
42890,1
42891,1
42892,0
42893,0
42894,1
42895,1
42896,0
42897,0
42898,0
42899,0
42900,0
42901,1
42902,0
42903,0
42904,1
42905,0
42906,1
42907,0
42908,1
42909,0
42910,0
42911,1
42912,1
42913,0
42914,0
42915,1
42916,1
42917,0
42918,0
42919,1
42920,0
42921,1
42922,0
42923,0
42924,1
42925,0
42926,0
42927,0
42928,0
42929,0
42930,1
42931,1
42932,1
42933,0
42934,0
42935,0
42936,0
42937,1
42938,1
42939,0
42940,1
42941,1
42942,1
42943,1
42944,0
42945,1
42946,0
42947,1
42948,1
42949,1
42950,0
42951,1
42952,1
42953,0
42954,0
42955,0
42956,0
42957,1
42958,1
42959,1
42960,1
42961,0
42962,0
42963,1
42964,1
42965,1
42966,1
42967,1
42968,0
42969,1
42970,0
42971,0
42972,1
42973,0
42974,1
42975,1
42976,0
42977,1
42978,0
42979,1
42980,0
42981,0
42982,1
42983,1
42984,0
42985,0
42986,1
42987,0
42988,0
42989,1
42990,1
42991,0
42992,1
42993,1
42994,0
42995,1
42996,1
42997,0
42998,0
42999,1
43000,1
43001,0
43002,0
43003,1
43004,1
43005,0
43006,0
43007,0
43008,1
43009,0
43010,0
43011,0
43012,0
43013,0
43014,1
43015,0
43016,0
43017,1
43018,0
43019,0
43020,0
43021,0
43022,0
43023,0
43024,0
43025,1
43026,0
43027,0
43028,0
43029,1
43030,0
43031,0
43032,1
43033,0
43034,1
43035,1
43036,0
43037,0
43038,0
43039,1
43040,0
43041,0
43042,1
43043,0
43044,1
43045,0
43046,1
43047,1
43048,0
43049,1
43050,1
43051,0
43052,0
43053,1
43054,1
43055,0
43056,0
43057,0
43058,1
43059,1
43060,0
43061,1
43062,0
43063,0
43064,0
43065,0
43066,1
43067,0
43068,0
43069,1
43070,1
43071,0
43072,1
43073,0
43074,0
43075,1
43076,0
43077,1
43078,1
43079,1
43080,1
43081,0
43082,0
43083,1
43084,0
43085,1
43086,1
43087,0
43088,0
43089,1
43090,1
43091,0
43092,1
43093,1
43094,1
43095,0
43096,1
43097,0
43098,0
43099,1
43100,1
43101,1
43102,0
43103,0
43104,0
43105,1
43106,1
43107,1
43108,1
43109,1
43110,1
43111,0
43112,0
43113,1
43114,1
43115,1
43116,0
43117,1
43118,1
43119,1
43120,1
43121,1
43122,1
43123,1
43124,1
43125,0
43126,1
43127,1
43128,1
43129,1
43130,0
43131,0
43132,0
43133,0
43134,0
43135,1
43136,0
43137,0
43138,0
43139,1
43140,0
43141,1
43142,0
43143,1
43144,0
43145,1
43146,0
43147,1
43148,0
43149,0
43150,0
43151,0
43152,0
43153,1
43154,0
43155,0
